,commentary,target
1001," Kuldeep Yadav to Markram, no run, short and wide outside off, Markram misses out as he cuts straight to the fielder at extra-cover ",0
1002," Shahbaz Ahmed to R Hendricks, no run, stays a bit low on the fourth-stump line, Hendricks cuts to cover-point ",0
1003," Shahbaz Ahmed to Markram, 1 run, full on the stumps, Markram gets forward to drive to long-off ",0
1004," Shahbaz Ahmed to R Hendricks, 1 run, good length outside off, punched to the right of mid-off for a quick single ",0
1005," Shahbaz Ahmed to R Hendricks, no run, pushed through on a good length on the stumps, defended back ",0
1006," Shahbaz Ahmed to R Hendricks, no run, full on the stumps, Hendricks drives with lots of bottom-hand but straight to the fielder at cover ",0
1007," Shahbaz Ahmed to Markram, 1 run, full on the stumps, Markram gets forward to drive to long-off ",0
1008," Kuldeep Yadav to R Hendricks, 2 runs, terrific effort from Shreyas Iyer as he runs and then dives to his right to save two with a one-handed effort. This short googly is thumped back straight down the ground and Shreyas does ever so well ",0
1009," Kuldeep Yadav to R Hendricks, no run, short and wide outside off, Hendricks cuts straight to the fielder at cover-point ",0
1010," Kuldeep Yadav to Markram, 1 run, the googly this time, but short and allows Markram to punch to long-off off the back foot ",0
1011," Kuldeep Yadav to R Hendricks, 1 run, flat on the stumps, skids on and whipped to deep mid-wicket ",0
1012," Kuldeep Yadav to R Hendricks, no run, this is the attempted googly just outside off, Hendricks gets forward to defend to cover ",0
1013," Kuldeep Yadav to R Hendricks, no run, tossed up orthodox leggie on off-stump, pushed back to Kuldeep Yadav ",0
1014," Shahbaz Ahmed to R Hendricks, 1 run, good length and no turn on the stumps, another punch off the back foot, this time to long-off ",0
1015," Shahbaz Ahmed to Markram, 1 run, good length on leg-stump, Markram punches a single to long-on ",0
1016," Shahbaz Ahmed to Markram, no run, full on the stumps, Markram gets forward to defend ",0
1017," Shahbaz Ahmed to R Hendricks, 1 run, quicker good length on the stumps, punched to the left and past the dive of Shahbaz Ahmed ",0
1018," Shahbaz Ahmed to R Hendricks, FOUR, drifting into the pads, Hendricks knows there's no deep mid-wicket and deliberately flicks in the air there, easy boundary ",1
1019," Shahbaz Ahmed to Markram, 1 run, flat good length on the stumps, punched to long-on off the back foot ",0
1020," Avesh Khan to R Hendricks, no run, good length on off-stump, defended off the back foot ",0
1021," Avesh Khan to Markram, 1 run, Markram is off the mark as he takes the short ball on the stumps and pulls to deep square leg ",0
1022," Avesh Khan to Markram, no run, sharp bouncer on the stumps, Markram sways away to leave ",0
1023," Avesh Khan to Markram, no run, good length and in the channel outside off, on the fifth-stump line, Markram shoulders arms ",0
1024," Avesh Khan to Markram, no run, good length outside off, Markram taps it to cover-point off the back foot ",0
1025," Avesh Khan to R Hendricks, 1 run, good length outside off, Hendricks punches a single to sweeper cover ",0
1026," Shahbaz Ahmed to Markram, no run, full on the pads, flicked to mid-wicket ",0
1027," Shahbaz Ahmed to Janneman Malan, out Lbw!! That looked so out to the naked eye but umpire Virender Sharma surprisingly shakes his head. Shahbaz Ahmed wasa almost pleading for that one and Samson convinces Dhawan to go for the review. A flat good length delivery on middle, Malan closes the face of the bat and tries to turn that to leg, misses, rapped on the back leg and low as well. Not turning big to miss the stumps and it's three reds on ball-tracking. Maiden ODI wicket for Shahbaz Ahmed who is thrilled as he watches it on the big screen and breaks into a celebration. Janneman Malan lbw b Shahbaz Ahmed 25(31) [4s-4] ",1
1028," Shahbaz Ahmed to R Hendricks, 1 run, four singles in a row. Full outside leg, clipped to deep mid-wicket ",0
1029," Shahbaz Ahmed to Janneman Malan, 1 run, now Janneman Malan gets forward and pushes a single to mid-on who's quite deep ",0
1030," Shahbaz Ahmed to R Hendricks, 1 run, drifting into middle-stump, Hendricks gets forward and clips a single to deep mid-wicket ",0
1031," Shahbaz Ahmed to Janneman Malan, 1 run, flat on the pads, tucked to deep mid-wicket ",0
1032," Avesh Khan to R Hendricks, no run, slightly off-pace on the stumps, defended back down the track ",0
1033," Avesh Khan to R Hendricks, no run, dug in short outside off, Hendricks tries to fetch the pull from there and misses ",0
1034," Avesh Khan to R Hendricks, no run, full outside off, Hendricks gets forward and drives straight to the fielder at extra-cover ",0
1035," Avesh Khan to R Hendricks, no run, good length and angling into off-stump, Hendricks defends off the back foot to cover ",0
1036," Avesh Khan to R Hendricks, no run, good length outside off, Hendricks defends off the back foot to cover ",0
1037," Avesh Khan to Janneman Malan, 1 run, good length just outside off, Janneman Malan slices the square drive to third man ",0
1038," Shahbaz Ahmed to R Hendricks, no run, fired full on the pads, Hendricks misses out as he flicks and misses, going down ",0
1039," Shahbaz Ahmed to Janneman Malan, 1 run, full on off-stump, Janneman Malan gets forward to drive to long-off ",0
1040," Shahbaz Ahmed to Janneman Malan, no run, flat good length just outside off, Janneman Malan tries to tap and the thick inside-edge goes to his left ",0
1041," Shahbaz Ahmed to Janneman Malan, no run, dragged-back good length on the stumps, defended back to Shahbaz Ahmed ",0
1042," Shahbaz Ahmed to R Hendricks, 1 run, no turn on the stumps, full, punchy drive to long-off ",0
1043," Shahbaz Ahmed to R Hendricks, no run, quicker on the stumps, Hendricks gets forward to defend it back to Shahbaz Ahmed ",0
1044," Avesh Khan to Janneman Malan, FOUR, nice clip. Fullish and angling into Janneman Malan on the pads, he gets forward and pierces the tiny gap between mid-wicket and mid-on. Consecutive fours to end the over ",1
1045," Avesh Khan to Janneman Malan, FOUR, Janneman Malan is always looking to be positive. This is a wide good length delivery outside off, carved up and over point ",1
1046," Avesh Khan to Janneman Malan, no run, Janneman Malan shimmies down the track and and taps the good length delivery outside off to point ",0
1047," Avesh Khan to Janneman Malan, no run, dug in short outside off, Janneman Malan lets it go ",0
1048," Avesh Khan to Janneman Malan, no run, full outside off, Janneman Malan eases a drive off the front foot to mid-off ",0
1049," Avesh Khan to Janneman Malan, no run, pitched up outside off, Janneman Malan gets forward and mistimes the off-drive to mid-off ",0
1050," Avesh Khan to Janneman Malan, wide, swing but starts from well outside off and is taken by Samson with a dive in front of first slip. Wide called ",0
1051," Shahbaz Ahmed to Janneman Malan, 1 run, full on the stumps, Janneman Malan drives to long-off and retains the strike with that run ",0
1052," Shahbaz Ahmed to Janneman Malan, no run, fullish on the stumps, Janneman Malan gets forward to defend to cover ",0
1053," Shahbaz Ahmed to Janneman Malan, no run, back to a dragged-back length and forces Janneman Malan to defend to cover. That was 102kph from Shahbaz Ahmed ",0
1054," Shahbaz Ahmed to Janneman Malan, FOUR, tremendous shot from Janneman Malan. He can be so pleasing to the eye. He comes down the track and eases the drive wide of extra-cover and the ball races away. Supreme timing ",1
1055," Shahbaz Ahmed to Janneman Malan, no run, another fullish delivery on the stumps, forward and defended back to Shahbaz Ahmed ",0
1056," Shahbaz Ahmed to Janneman Malan, no run, quicker and fullish on off-stump, Janneman Malan gets forward to defend to cover ",0
1057,"Siraj to R Hendricks, FOUR, Hendricks bends his head as he sees the short ball on the stumps and then thumps it wide of square leg for four. A cracking pull",1
1058," Siraj to R Hendricks, no run, lovely seam position as the outswinger outside off swings away, left alone ",0
1059," Siraj to Janneman Malan, 1 run, after the previous boundary, Ishan Kishan and Shreyas Iyer swapped places at cover, now a firm drive and hit hard but straight to Shreyas at cover, he fumbles and is seen wringing his hand in pain as the ball goes away, Ishan covers up from cover-point ",0
1060," Siraj to Janneman Malan, no run, fullish on the stumps, on-driven straight to the fielder at mid-on ",0
1061," Siraj to Janneman Malan, FOUR, superb back foot punch and four. On a short of length outside off, Janneman Malan stands tall and punches wide of the diving cover to his left, races away. Ishan Kishan with the dive and the ball goes under the dive ",1
1062," Siraj to Janneman Malan, no run, good length angling into middle-stump, pushed to mid-on ",0
1063," Shahbaz Ahmed to R Hendricks, no run, full outside off, driven back to Shahbaz Ahmed ",0
1064," Shahbaz Ahmed to Janneman Malan, 1 run, drifting into the pads, knocked to mid-on for an easy single ",0
1065," Shahbaz Ahmed to R Hendricks, 1 run, quicker good length on off-stump, punched to long-off ",0
1066," Shahbaz Ahmed to R Hendricks, no run, quicker on middle, Hendricks gets forward to defend to mid-on ",0
1067," Shahbaz Ahmed to Janneman Malan, 1 run, good length on the middle and leg line, tucked wide of mid-wicket for a single ",0
1068," Shahbaz Ahmed to Janneman Malan, no run, tossed up full outside off, Janneman Malan drives hard but straight to the fielder at cover ",0
1069," Siraj to R Hendricks, no run, this is good stump to stump bowling from Siraj, does not give Hendricks much room and the batter defends it back to the bowler ",0
1070," Siraj to R Hendricks, no run, tight good length delivery on off-stump, solidly defended by Hendricks to mid-on ",0
1071," Siraj to R Hendricks, no run, back to the outswinger outside off, on a good length and moving away, Hendricks lets it go ",0
1072," Siraj to R Hendricks, no run, goes for the full inswinger but it's a half-volley on the stumps, Hendricks on-drives well but mid-on gets across and cuts it off ",0
1073," Siraj to R Hendricks, no run, good length and in the corridor of uncertainty outside off, left alone ",0
1074," Siraj to de Kock, out Bowled!! Dragged back on. Siraj is leaping around in joy while de Kock has a wry smile as he walks back. Full and wide outside off, makes de Kock reach out to play the square drive, he doesn't get fully across to meet it off the middle of the bat, the thick inside-edge crashes back on to the stumps. He got out that way in the opening T20I and often drags it back on. Big wicket for India. de Kock b Siraj 5(8) [4s-1] ",1
1075," Washington Sundar to Janneman Malan, no run, floated up full outside off, Janneman Malan drives with an open face and finds backward point. Was in the air for a while but never carrying to the fielder ",0
1076," Washington Sundar to de Kock, 1 run, it's a low full-toss drifting into leg-stump, de Kock gets forward and flicks wide of mid-on, Shardul does well as he dives to his left to keep it to one ",0
1077," Washington Sundar to Janneman Malan, 1 run, Janneman Malan is off the mark with a single. Flatter and knocked off the back foot to long-on ",0
1078," Washington Sundar to Janneman Malan, no run, tossed up outside off, Janneman Malan leans forward to defend to cover ",0
1079," Washington Sundar to Janneman Malan, no run, and again, forward and defended to the point region as the ball turns in ",0
1080," Washington Sundar to Janneman Malan, no run, tossed up and turning into off-stump, Janneman Malan gets forward to defend to the point region ",0
1081," Siraj to de Kock, no run, full inswinger on off-stump, de Kock gets forward and drives, but the bat face closes and he finds mid-on ",0
1082," Siraj to de Kock, no run, loud appeal for LBW from Siraj but not given. The inswinger and de Kock gets forward to flick but misses, struck in line with leg-stump and easily missing leg. May well have pitched a fraction outside leg as well ",0
1083," Siraj to de Kock, no run, nice line and length, across de Kock on the fifth-stump line, de Kock shoulders arms ",0
1084," Siraj to de Kock, no run, no shot offered as Siraj slips it down leg, flicks the pad and goes to the right of Samson who can't get across and cut it off, since de Kock did not play a shot, called a dead-ball even though it runs away to the boundary ",0
1085," Siraj to de Kock, no run, full on the pads, flicked nicely but straight to the fielder at square leg ",0
1086," Siraj to de Kock, wide, swing but slips it down leg, de Kock flicks and misses, Samson dives to his right to collect ",0
1087," Siraj to de Kock, FOUR, de Kock starts with a boundary. The seam is wobbling as it comes out but it's a half-volley on the stumps, driven straight down the ground with a full face for four ",1
1088," Marco Jansen to Shreyas Iyer, SIX, slammed down the ground for a sixer. Was a slower delivery and Shreyas Iyer slaps it hard to send it away. India take the series 2-1.  They are a happy unit indeed ",1
1089," Ngidi to Samson, no run, fuller length delivery, clipped away to mid-wicket ",0
1090," Ngidi to Samson, no run, the scores are level. That was a fuller and wider delivery, Samson stabs it down into the off-side ",0
1091," Ngidi to Samson, 2 runs, short ball, outside off, chopped behind square for a brace. That was timed and placed so well ",0
1092," Ngidi to Samson, no run, back of a length delivery, Samson punches the ball away into the off-side ",0
1093," Ngidi to Shubman Gill, out Lbw!! Length delivery, nips in and Shubman Gill plays all around it to miss the line. The umpire had an easy call to make. Gill misses out on his fifty. That was crashing into the sticks. A wonderful knock but has come to an end. Shubman Gill lbw b Ngidi 49(57) [4s-8] ",1
1094," Ngidi to Shubman Gill, no run, back of a length delivery, Shubman Gill punches the ball away into the off-side ",0
1095," Marco Jansen to Shreyas Iyer, FOUR, short ball, outside off, Shreyas Iyer archs back and steers it uppishly down to third man for a four ",1
1096," Marco Jansen to Shreyas Iyer, no run, punches the ball on the up and finds cover ",0
1097," Marco Jansen to Shreyas Iyer, no run, short ball, Shreyas Iyer goes for the pull and the ball lands short of the fielder at square leg ",0
1098," Marco Jansen to Shubman Gill, 1 run, short ball, pulled down to fine leg for a single ",0
1099," Marco Jansen to Shubman Gill, no run, angling in, Shubman Gill goes back and defends it ",0
1100," Marco Jansen to Shubman Gill, 2 runs, short ball, pulled away wide of fine leg for a couple ",0
1101," Ngidi to Shreyas Iyer, no run, punched to point as that was slightly outside off ",0
1102," Ngidi to Shreyas Iyer, no run, hits the ball hard and finds the man at point ",0
1103," Ngidi to Shubman Gill, 1 run, stabs the ball down into the off-side for a single ",0
1104," Ngidi to Shubman Gill, no run, plays that away off the pads to mid-wicket ",0
1105,"Ngidi to Shubman Gill, FOUR, wow! What sound did the bat make when it came in contact with leather! Superb hit indeed from Gill as he crunched that through cover",1
1106," Ngidi to Shubman Gill, no run, defends it into the on-side ",0
1107," Marco Jansen to Shreyas Iyer, 2 runs, short ball, Shreyas Iyer pulls it and the man at mid-on dives to allow two runs only. That was a good stop ",0
1108," Marco Jansen to Shubman Gill, 1 run, short ball, pulled down to deep square for a single ",0
1109," Marco Jansen to Shubman Gill, FOUR, short ball, outside off, Shubman Gill goes back and slaps it past point for a four. That was done well by Shubman Gill ",1
1110," Marco Jansen to Shubman Gill, no run, back of a length delivery, Shubman Gill stands up tall and punches it to the man at cover point ",0
1111," Marco Jansen to Shubman Gill, no run, gets behind the line of the delivery and defends it from the crease ",0
1112," Marco Jansen to Shreyas Iyer, 1 run, looks to drive it, gets it off the edge to third man for a single as that curved away from the batter ",0
1113," Ngidi to Shubman Gill, no run, back of a length delivery, whips the ball away to mid-wicket ",0
1114," Ngidi to Shubman Gill, no run, length delivery, Shubman Gill defends it back to the bowler ",0
1115," Ngidi to Shubman Gill, 2 runs, short ball, Shubman Gill climbs on top of the bounce and pulls it away from the man at deep square for a couple of runs ",0
1116," Ngidi to Shubman Gill, no run, nudges the ball away on to the on-side ",0
1117," Ngidi to Shubman Gill, no run, on the pads, clipped away with elan to find mid-wicket ",0
1118," Ngidi to Shubman Gill, no run, punches it off the back foot but the fielder at cover comes up with a stunning save! That was punched really hard off the back foot but Fortuin did well to stop that ",0
1119," Nortje to Shreyas Iyer, no run, back of a length delivery, Shreyas Iyer goes back and defends it out into the off-side ",0
1120," Nortje to Shreyas Iyer, no run, back of a length delivery, Shreyas Iyer backs away and jabs at it into the off-side with soft hands ",0
1121," Nortje to Shubman Gill, 1 run, angles in, Shubman Gill looks to push at it and gets it off the inside edge into the on-side for a single ",0
1122," Nortje to Shubman Gill, no run, short ball, outside off, Shubman Gill bails out of the pull as he saw it being outside off ",0
1123," Nortje to Shubman Gill, no run, back of a length delivery, Shubman Gill gets squared up and defends it out into the off-side ",0
1124," Nortje to Shubman Gill, no run, fuller length delivery, Shubman Gill drives the ball on the up to find mid-off ",0
1125," Fortuin to Shreyas Iyer, no run, tossed up delivery, Shreyas Iyer whips that away off the pads to mid-wicket ",0
1126," Fortuin to Shreyas Iyer, no run, gets behind the line of the delivery and defends it ",0
1127," Fortuin to Shreyas Iyer, FOUR, murderous from Shreyas Iyer! That almost polished off the ump. Was a tossed up delivery, Shreyas Iyer slaps it back past the bowler for a four. Was uppish but none had a chance ",1
1128," Fortuin to Shreyas Iyer, no run, tossed up delivery, Shreyas Iyer pushes it back to the bowler ",0
1129," Fortuin to Shreyas Iyer, FOUR, smashed down the ground for a four. Was a well tossed up delivery, Shreyas Iyer slaps it past the bowler for a four. Hit hard and into the gap ",1
1130," Fortuin to Shubman Gill, 1 run, goes back and punches the ball down to long-off for a single ",0
1131," Nortje to Shreyas Iyer, no run, back of a length delivery, Shreyas Iyer gets behind the back of a length delivery and defends it out into the off-side with soft hands ",0
1132," Nortje to Shreyas Iyer, no run, short ball, skids on, Shreyas Iyer backs away to thwack it and misses ",0
1133," Nortje to Shreyas Iyer, no run, back of a length delivery, Shreyas Iyer jabs the ball down into the deck ",0
1134," Nortje to Shreyas Iyer, SIX, a lot of juggling act But Jansen fails to grab that. That was short, outside off, Iyer threw his bat at it and slashed it. The fielder juggled it twice and the ball I guess has fallen inside the fence and not over it. Or is it? One of his legs seems to be in touch with the cushion and hence a sixer has been called by the third umpire. It was a good effort by Jansen ",1
1135," Nortje to Shreyas Iyer, no run, back of a length delivery, the batter climbs back and defends it into the off-side. The batter was sent back and the man running in from cover under-armed the throw on to the sticks. But Iyer was in ",0
1136," Nortje to Shreyas Iyer, no run, length delivery, angling in, nudged away off the pads into the on-side ",0
1137," Fortuin to Shreyas Iyer, 1 run, gets that away into the off-side to get off the mark ",0
1138," Fortuin to Shreyas Iyer, no run, punches the ball away back to the bowler as that was dropped short ",0
1139," Fortuin to Ishan Kishan, out Caught by de Kock!! There is a spike and Kishan has to go. Wanted to drive, got an edge and the onfield umpire had raised his finger. Kishan chanced a DRS call but the onfield call has stayed. India lose their second wicket. Ishan Kishan c de Kock b Fortuin 10(18) [4s-2] ",1
1140," Fortuin to Ishan Kishan, FOUR, mistimed sweep! The batter danced down and tried to slog sweep. Got it off the cue-end for a four. Kishan wants an early finish ",1
1141," Fortuin to Shubman Gill, 1 run, slashes that through the off-side for a single ",0
1142," Fortuin to Shubman Gill, no run, pushes the length delivery back to the bowler ",0
1143," Nortje to Ishan Kishan, no run, short ball, looks to pull and backs away at the last moment. That was quick and zips through to the keeper ",0
1144," Nortje to Ishan Kishan, no run, short of length delivery, stabbed out into the off-side ",0
1145," Nortje to Ishan Kishan, no run, fuller length delivery, Ishan Kishan mistimes it back to the bowler ",0
1146," Nortje to Ishan Kishan, leg byes, FOUR, back of a length delivery, Ishan Kishan looks to tuck it and misses. The ball races away to fine leg for four byes ",0
1147," Nortje to Ishan Kishan, no run, tucks the ball away off the pads to square leg ",0
1148," Nortje to Ishan Kishan, no run, sways away from the back of a length delivery that goes into the gloves of the keeper ",0
1149," Fortuin to Shubman Gill, no run, nudges the ball away to short fine as that angled in ",0
1150," Fortuin to Shubman Gill, no run, angling in, Shubman Gill nudges the ball away on to the on-side ",0
1151," Fortuin to Shubman Gill, no run, tossed up delivery, Shubman Gill presses forward and defends it ",0
1152,"Fortuin to Ishan Kishan, 1 run, slices a tossed up delivery, Kishan manages to get it just over mid-off. They get a single. The bat face turned on impact",0
1153," Fortuin to Ishan Kishan, no run, tossed up delivery well wide outside off, Ishan Kishan drives the ball on the up to find cover ",0
1154," Fortuin to Ishan Kishan, FOUR, short, wide, Ishan Kishan goes back and slashes the ball away past point for a four. That was hit well and into the gap ",1
1155," Nortje to Shubman Gill, no run, pitched up delivery, Shubman Gill drives the ball back to the bowler ",0
1156," Nortje to Shubman Gill, no run, length delivery, Shubman Gill stabs it down into the off-side with soft hands ",0
1157," Nortje to Shubman Gill, no run, back of a length delivery, Shubman Gill gets behind the line of the delivery and defends it out into the off-side to find point ",0
1158," Nortje to Ishan Kishan, 1 run, back of a length delivery, Ishan Kishan stabs it with an open face of the bat to get it past point for a single ",0
1159," Nortje to Ishan Kishan, no run, short ball, Ishan Kishan archs back and lets it go to the keeper ",0
1160," Nortje to Shubman Gill, 1 run, angling in, Shubman Gill clips the ball wide of mid-on for a single ",0
1161," Fortuin to Ishan Kishan, no run, again turning in, Ishan Kishan nudges that off the pads ",0
1162," Fortuin to Ishan Kishan, no run, clips the ball away to square leg as it turns in ",0
1163," Fortuin to Ishan Kishan, no run, turning in, Ishan Kishan nudges it away to mid-wicket ",0
1164," Fortuin to Ishan Kishan, no run, tossed up delivery, Ishan Kishan pushes it back to the bowler ",0
1165," Fortuin to Ishan Kishan, no run, tossed up delivery, Ishan Kishan looks to punch it and misses ",0
1166," Fortuin to Dhawan, out Dhawan Run Out!! appeal for a run-out and it seems the batter has made it. The batter punched it into the off-side and was a little lazy to come back. He is gone. The skipper is gone. The throw came in from cover and was a good one for the keeper to whip the bails off. Dhawan has to depart at his home ground. And certainly not the way he would have wanted to depart. Shubman Gill didn't respond at all and Dhawan had to go back but not in time. Dhawan run out (Marco Jansen/de Kock) 8(14) [4s-1] ",1
1167," Nortje to Shubman Gill, no run, and that's a sharp delivery to end the over! That cuts him into two halves as the ball decked in with the batter trying to push at it ",0
1168," Nortje to Shubman Gill, 2 runs, flayed away on to the on-side for a couple of runs. India almost flying towards the target ",0
1169," Nortje to Shubman Gill, no run, short ball, Shubman Gill looks to slice it and inside edges it to the keeper ",0
1170," Nortje to Shubman Gill, FOUR, short ball, Shubman Gill gets on top of the bounce and pulls it wide of mid-wicket for a four. That was timed and placed superbly ",1
1171," Nortje to Dhawan, leg byes, 1 run, on the pads, Dhawan fails to whip it and the ball goes off the pads to fine leg for a single ",0
1172," Nortje to Dhawan, no run, stabs a length delivery into the off-side as that angled across ",0
1173," Marco Jansen to Shubman Gill, FOUR, and that has been put away off the hips for a four. Poor ball on the legs and Shubman Gill just doesn't waste much time to pounce on it and put it away ",1
1174," Marco Jansen to Shubman Gill, FOUR, short, wide, Shubman Gill gets on top of the bounce and punches it wide of cover for a four. That was timed really well ",1
1175," Marco Jansen to Shubman Gill, no run, back of a length delivery, Shubman Gill stabs it down into the off-side ",0
1176," Marco Jansen to Shubman Gill, no run, back of a length delivery, Shubman Gill goes back and defends it ",0
1177," Marco Jansen to Dhawan, byes, 1 run, short ball, Dhawan looks to slash it and misses. The keeper fails to gather it cleanly and they get a single in the form of a bye ",0
1178," Marco Jansen to Dhawan, 2 runs, angling in, Dhawan clips the ball wide of fine leg for a couple. That was on to the pads and put away easily ",0
1179," Ngidi to Shubman Gill, no run, short ball, Shubman Gill stabs the ball down to find the man at point ",0
1180," Ngidi to Shubman Gill, FOUR, pitched up delivery, Shubman Gill leans forward and drives the ball past mid-on for a four. That was so well timed ",1
1181," Ngidi to Shubman Gill, no run, presses forward and punches the ball away on to the off-side ",0
1182," Ngidi to Shubman Gill, 2 runs, angling on to the pads, clipped away on to the on-side for a brace. Two more added to the tally ",0
1183," Ngidi to Shubman Gill, no run, gets behind the length delivery and defends it out into the off-side to find point ",0
1184," Ngidi to Shubman Gill, no run, fuller length delivery, outside off, left alone to the keeper ",0
1185," Marco Jansen to Dhawan, no run, stabs a short of length delivery into the off-side ",0
1186," Marco Jansen to Dhawan, no run, was a good short ball, climbed on the batter and Dhawan was caught in a tangle. Somehow bailed out of the pull with a jab. The ball ballooned up into the no-man's land on the off-side ",0
1187," Marco Jansen to Dhawan, no run, angling in, Dhawan fails to nudge that away on to the on-side as the ball straightened a little after pitching ",0
1188," Marco Jansen to Shubman Gill, 1 run, stays on the back foot and steers the ball down to third man for a single ",0
1189," Marco Jansen to Shubman Gill, no run, length delivery, defended into the off-side with soft hands ",0
1190," Marco Jansen to Shubman Gill, FOUR, India off to a good start and would push for an early finish. That was well wide outside off, Shubman Gill chases that and cue-ends it past the cordon for a four. Off the bottom edge and into the ground before it hustled away to the greener pastures ",1
1191," Ngidi to Dhawan, no run, length delivery, Dhawan nudges the ball down to mid-on as it angled in ",0
1192," Ngidi to Dhawan, FOUR, thwacks the drive outside off and drills it through the covers for a four. That was fuller outside off and Dhawan creams that past cover for a four ",1
1193," Ngidi to Dhawan, no run, looks to go for a booming drive outside off and gets an inside edge into the on-side ",0
1194," Ngidi to Shubman Gill, 1 run, gets a single by punching the ball on the up. The fielder at mid-off dived to his left to stop it ",0
1195," Ngidi to Shubman Gill, no run, fuller length delivery, Shubman Gill doesn't go full throttle with the drive ",0
1196," Ngidi to Dhawan, 1 run, fuller length delivery outside off, Dhawan looks to drive and slices it down to deep third man for a single ",0
1197," Marco Jansen to Shubman Gill, no run, back of a length delivery, nudged out into the on-side with soft hands ",0
1198," Marco Jansen to Shubman Gill, FOUR, short ball, climbs on the batter and Shubman Gill manages to somehow get it fine and over the keeper. It got big on the batter as he tried to stamp himself on the front foot ",1
1199," Marco Jansen to Shubman Gill, no run, gets the ball to nibble away and Shubman Gill lets it go to the keeper. That angled across nicely ",0
1200," Marco Jansen to Shubman Gill, no run, and better from Marco Jansen. Gill has started off on a quiet note as he clips the ball away off the pads to find the fielder at square leg ",0
1201," Marco Jansen to Shubman Gill, wide, and that's poor from Marco Jansen. They aren't defending much. Was well down leg and Shubman Gill missed the heave as well ",0
1202," Marco Jansen to Shubman Gill, no run, fuller length delivery, Shubman Gill gets a little squared up and defends it out into the off-side. The ball angled across a little ",0
1203," Marco Jansen to Dhawan, 1 run, whipped away off the pads to fine leg for a single as it angled in ",0
1204," Marco Jansen to Dhawan, no ball, short ball, outside off, left alone but has been no-balled. The bowler has overstepped. Free-hit coming up.. ",0
1205," Kuldeep Yadav to Marco Jansen, out Caught by Avesh Khan!! Kuldeep finishes with a four-fer as Jansen is caught at the boundary. He goes for a slog-sweep, doesn't get enough on it and drags it to Avesh at deep backward square. South Africa bowled out for 99. Marco Jansen c Avesh Khan b Kuldeep Yadav 14(19) [4s-1 6s-1] ",1
1206," Shahbaz Ahmed to Ngidi, no run, length ball turning away outside off, left alone ",0
1207," Shahbaz Ahmed to Ngidi, no run, length ball on off, defended forward ",0
1208," Shahbaz Ahmed to Ngidi, no run, full delivery just outside off, Ngidi looks to drive and gets it off the outside half to backward point ",0
1209," Shahbaz Ahmed to Ngidi, no run, full around middle, defended forward ",0
1210," Shahbaz Ahmed to Marco Jansen, 1 run, length ball turning away outside off, driven wide of backward point ",0
1211," Shahbaz Ahmed to Marco Jansen, FOUR, fired in full on middle, Jansen brings out the reverse-sweep and hits it through backward point for four ",1
1212," Kuldeep Yadav to Ngidi, no run, googly from round the wicket, Ngidi gets a thick outside edge in defence and it rolls wide of second slip who stretches across and cuts it off ",0
1213," Kuldeep Yadav to Ngidi, no run, full around off, Ngidi gets forward to defend, it turns back in and goes off a thick inside edge through short leg ",0
1214," Kuldeep Yadav to Nortje, out Bowled!! Wow! A googly from round the wicket, and it goes past the outside edge in defence to knock over the off stump as Nortje departs for a golden duck. Can Kuldeep finish off the innings with a hat-trick? Nortje b Kuldeep Yadav 0(1) ",1
1215," Kuldeep Yadav to Fortuin, out Lbw!! Fortuin is given out LBW, and he walks off without really considering a review. He plays right across the line of this delivery that turns in past the edge to strike the pad. Impact seems to be in front of off stump and it's turning in from over the wicket. So the line is not a problem at all. Doesn't seem too high either. And Fortuin is on his way. Fortuin lbw b Kuldeep Yadav 1(5) ",1
1216," Kuldeep Yadav to Fortuin, no run, the throw isn't great from Kishan and a run-out chance has been missed. There's a big mix-up as Fortuin defends this googly wide of short cover. He charges down looking for a single but Jansen doesn't move. Fortuin has to turn all the way back from around halfway down. Kishan gets to it quickly but his throw is too high and Fortuin makes it back with a dive before Samson takes the bails off ",0
1217," Kuldeep Yadav to Fortuin, no run, floated up wide of off, Fortuin reaches out and drives to short cover ",0
1218," Shahbaz Ahmed to Marco Jansen, no run, full outside off, pushed to short cover ",0
1219," Shahbaz Ahmed to Fortuin, 1 run, full around off, Fortuin pushes to mid-off ",0
1220," Shahbaz Ahmed to Fortuin, no run, length ball that turns sharply from leg stump, Fortuin defends from the crease ",0
1221," Shahbaz Ahmed to Klaasen, out Bowled!! It's a risk Klaasen had been taking to good effect previously. This time Shahbaz knocks him over. Flat length ball around middle, it grips and turns a little, Klaasen makes room looking to cut but misses and the stumps are disturbed. Klaasen b Shahbaz Ahmed 34(42) [4s-4] ",1
1222," Shahbaz Ahmed to Klaasen, 2 runs, this time he rocks back looking to pull it hard but mistimes it wide of long-on ",0
1223," Shahbaz Ahmed to Klaasen, FOUR, slightly short at the stumps, Klaasen makes room and cuts it late past backward point ",1
1224," Kuldeep Yadav to Marco Jansen, no run, this one lands in the blockhole and Jansen squeezes it out ",0
1225," Kuldeep Yadav to Marco Jansen, no run, tossed up at the stumps, defended forward ",0
1226," Kuldeep Yadav to Marco Jansen, no run, quicker through the air, Jansen defends from the crease ",0
